stop_id,stop_name,stop_lat,stop_lon,shelter,washroom,bike_rack,bench
00157,King St. E. @ Liberty St.,43.9107056,-78.6806183,1.0,0.0,0.0,0.0
00156,Bowmanville Ave. @ Baseline Rd.,43.8978195,-78.6911011,0.0,0.0,0.0,0.0
00155,Bowmanville Ave. @ Baseline Rd.,43.8975792,-78.6905899,0.0,0.0,0.0,0.0
00153,Durham College Campus/Ontario Tech University,43.9433594,-78.8949661,0.0,0.0,0.0,0.0
00148,Streetsville GO Bus,43.575378,-79.709271,1.0,1.0,1.0,0.0
00147,Pickering GO Bus,43.830982,-79.084571,1.0,1.0,1.0,0.0
00144,University of Toronto Scarborough,43.7843628,-79.1851273,0.0,0.0,0.0,0.0
00141,Hamilton GO Centre Bus,43.252945,-79.869586,1.0,1.0,1.0,0.0
00139,Dundas St. @ Hwy. 407 Park & Ride,43.388744,-79.828513,0.0,0.0,1.0,0.0
00138,Bronte Rd. @ Hwy. 407 Park & Ride,43.4457626,-79.7920151,0.0,0.0,0.0,0.0
00137,Oakville GO Bus,43.455966,-79.681676,1.0,1.0,1.0,0.0
00133,Square One,43.5946693,-79.6474915,1.0,1.0,1.0,0.0
00132,Square One,43.5945549,-79.6475983,1.0,1.0,1.0,0.0
00131,Langstaff Rd. E. @ Yonge St.,43.8326988,-79.427536,0.0,0.0,0.0,0.0
00130,Langstaff Rd. E. @ Yonge St.,43.8325882,-79.4272537,0.0,0.0,0.0,0.0
00129,Meadowvale GO Bus,43.597499,-79.754517,1.0,1.0,1.0,0.0
00128,Unionville GO Bus,43.851935,-79.313774,1.0,1.0,1.0,0.0
00127,Bullock Dr. @ Austin Dr.,43.8673248,-79.292511,0.0,0.0,0.0,0.0
00126,Bullock Dr. @ Austin Dr.,43.8676033,-79.2930374,0.0,0.0,0.0,0.0
00125,Bullock Dr. @ McCowan Rd. (Centennial GO),43.87161,-79.28832,0.0,0.0,1.0,0.0
00124,Bullock Dr. @ McCowan Rd. (Centennial GO),43.8720551,-79.2881393,1.0,0.0,1.0,0.0
00123,Main St. N. @ Ramona Blvd. (Markham GO),43.8828239,-79.2618408,1.0,1.0,1.0,0.0
00122,Main St. N. @ Station St. (Markham GO),43.88255,-79.26191,0.0,0.0,1.0,0.0
00121,Mount Joy GO Bus,43.900455,-79.263649,1.0,1.0,1.0,0.0
00118,Main St. @ Edward St. (Stouffville GO),43.97041,-79.25075,0.0,0.0,0.0,0.0
00117,Main St. @ Edward St. (Stouffville GO),43.9706841,-79.2501831,1.0,0.0,1.0,0.0
00116,Hwy. 47 @ Front St.,44.0369034,-79.1964798,0.0,0.0,0.0,0.0
00115,Hwy. 47 @ Front St.,44.0375214,-79.1956329,0.0,0.0,0.0,0.0
00093,Yonge St. @ Mapleview Dr. E.,44.3486099,-79.6277084,0.0,0.0,0.0,0.0
00092,Yonge St. @ Mapleview Dr. E.,44.3481598,-79.6270218,0.0,0.0,0.0,0.0
00090,Yonge St. @ Victoria St.,44.3241806,-79.6191483,0.0,0.0,0.0,0.0
00087,Yonge St. @ Killarney Beach Rd.,44.2514305,-79.6007919,0.0,0.0,0.0,0.0
00086,Bradford GO,44.115852,-79.557507,0.0,0.0,0.0,0.0
00083,Yonge St. @ Mount Albert Rd.,44.0952721,-79.4899673,0.0,0.0,1.0,0.0
00081,Aurora GO Bus,43.999846,-79.459435,1.0,1.0,1.0,0.0
00079,Yonge St. @ North York Blvd. (Mel Lastman Square),43.7681007,-79.4128571,0.0,0.0,0.0,0.0
00074,Yonge St. @ Steeles Ave. W.,43.7986336,-79.4200897,0.0,0.0,0.0,0.0
00073,Yonge St. @ Steeles Ave. W.,43.7982216,-79.4202805,0.0,0.0,0.0,0.0
00062,Richmond Hill GO Bus,43.875786,-79.426228,1.0,1.0,1.0,0.0
00061,Langstaff Rd. E. @ Cedar Ave. (Langstaff GO),43.83663,-79.42024,0.0,0.0,0.0,0.0
00060,Langstaff Rd. E. @ Cedar Ave. (Langstaff GO),43.836455,-79.420243,,,,
00031,Whitby GO Bus,43.8653526,-78.9379272,1.0,1.0,1.0,0.0
00030,Keele St. @ Burton Grove (King City GO),43.9208336,-79.5259781,0.0,0.0,0.0,0.0
00028,Rutherford GO Bus,43.838582,-79.498945,1.0,1.0,1.0,0.0
00027,Keele St. @ Station Rd. (King City GO),43.9203224,-79.5260773,0.0,0.0,0.0,0.0
00025,Barrie St. @ Holland St. W.,44.1146889,-79.565094,0.0,0.0,0.0,0.0
00022,Keele St. @ Hwy. 401,43.7216759,-79.4808273,,,,
00021,Hwy. 9 @ Hwy. 400 Park & Ride,44.0275345,-79.5959473,0.0,0.0,0.0,0.0
00020,Hwy. 401 @ Keele St.,43.7232399,-79.4819412,0.0,0.0,1.0,0.0
00019,Yorkdale Bus Terminal,43.7249374,-79.4488754,0.0,1.0,0.0,0.0
00015,Yonge St. @ 16th Ave. (South Hill Shopping Centre),43.8551788,-79.4333191,0.0,0.0,0.0,0.0
00014,Yonge St. @ Langstaff Rd. E.,43.8323288,-79.4280472,0.0,0.0,0.0,0.0
00013,Finch Bus Terminal,43.7821732,-79.4150925,1.0,1.0,1.0,0.0
00011,York Mills Bus Terminal,43.745079,-79.4064636,0.0,1.0,1.0,0.0
00008,Yonge St. @ Sheppard Ave.,43.7615967,-79.4111938,0.0,0.0,0.0,0.0
00006,Yonge St. @ Hwy. 407,43.8319817,-79.4283829,0.0,0.0,0.0,0.0
00005,Yonge St. @ Baif Blvd. (Hillcrest Mall),43.8557549,-79.433876,0.0,0.0,0.0,0.0
